battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
629,1,0.8,1,15,0,8,0.8,114,3,14,68,742,3806,5,4,4,1,0,0,2
1519,0,2.7,1,7,0,2,0.4,192,5,19,52,1823,1290,6,13,3,0,1,1,1
1886,0,1.8,1,15,1,61,0.6,150,1,19,684,1850,2009,17,9,8,0,1,0,3
1318,0,2.2,0,17,1,59,0.6,101,4,8,993,1029,577,7,15,10,0,1,1,0
1192,1,1.5,1,19,0,13,0.4,153,7,2,1797,1346,1947,17,5,13,1,0,0,1
1815,1,1.9,1,15,0,22,0.9,166,8,19,1402,1503,2543,16,7,11,0,0,1,3
1894,0,2.9,1,10,0,12,0.6,94,2,18,1824,841,1272,17,1,20,1,0,1,2
1293,0,0.7,1,6,0,45,0.5,173,4,17,1486,1772,3387,9,17,14,1,1,0,3
528,1,1.1,0,16,1,52,1.0,177,1,19,526,1259,905,8,7,11,0,0,0,0
648,1,2.4,1,16,1,59,0.5,92,5,7,1805,1903,2865,8,4,6,0,0,0,3
1819,0,0.7,1,11,0,45,0.3,83,1,0,1702,1297,1958,12,16,16,0,1,1,2
510,1,0.7,1,12,0,45,0.6,161,5,14,62,1031,2468,12,15,4,1,1,1,1
1175,1,1.4,0,9,1,15,0.8,135,4,18,260,1363,1086,15,4,9,1,1,1,0
1636,1,0.7,0,6,0,35,0.8,102,4,9,1523,1904,444,11,16,7,0,0,0,1
686,1,2.0,1,13,1,35,0.8,176,8,11,1144,541,1766,5,3,20,0,0,0,0
1306,0,1.1,1,0,0,26,0.7,177,1,5,857,1868,347,14,0,18,1,0,0,0
1243,1,2.7,1,16,1,62,0.3,113,1,12,1263,1098,2167,8,5,11,1,1,1,2
1750,1,2.5,0,3,0,5,0.9,179,7,3,1488,1784,2592,5,0,2,1,0,1,2
1833,0,2.2,1,4,0,53,0.9,178,3,12,1130,805,3836,15,3,14,1,1,0,3
597,0,2.0,1,19,1,56,0.3,96,5,16,179,1308,3402,18,1,11,1,0,1,2
554,1,2.7,1,6,1,27,0.2,107,3,0,1039,1361,1836,9,12,13,0,0,1,0
1122,1,1.1,0,9,0,17,1.0,93,2,4,354,1763,3755,7,13,3,1,0,1,2
1163,1,2.7,1,16,0,11,0.9,113,2,16,933,1178,1664,7,16,11,1,0,0,1
1257,1,2.5,1,6,1,46,0.9,191,1,17,1332,1836,3380,8,10,2,0,0,0,3
905,0,2.4,0,0,1,3,0.9,154,4,6,726,1230,430,6,2,2,1,1,0,0
568,0,1.9,0,6,0,36,0.6,136,2,15,588,940,1952,11,6,16,1,1,1,0
1835,0,1.1,1,10,0,20,0.7,156,2,7,1760,1432,3906,16,9,2,0,0,0,3
1812,1,1.6,0,8,1,7,0.6,176,8,11,604,1402,729,17,10,10,1,0,0,0
1250,1,2.5,1,11,1,20,0.1,134,3,13,180,632,2190,8,9,8,0,1,1,1
1671,1,0.6,0,2,1,60,0.8,145,8,18,173,1218,3688,9,7,17,1,0,1,3
1990,1,2.5,0,3,1,54,0.6,177,3,10,353,550,525,16,4,17,1,1,1,0
1767,0,1.1,1,3,1,53,0.7,196,7,11,353,1117,2300,18,1,14,0,0,1,2
1457,0,0.9,1,12,0,52,0.6,172,8,12,1242,891,2710,6,14,11,1,0,0,3
864,1,0.8,1,18,0,9,0.5,116,7,7,1678,1195,3451,10,15,19,1,1,1,2
981,0,0.6,0,9,1,15,0.3,147,2,0,1338,1022,949,13,3,10,0,1,1,0
700,1,1.8,1,4,0,11,0.4,155,1,8,433,1007,631,12,15,13,1,0,1,0
653,1,1.0,1,6,0,4,0.2,105,3,1,904,853,1671,12,11,14,1,1,1,0
1973,0,3.0,1,15,1,39,0.3,140,2,13,281,1366,2485,6,13,12,1,1,1,2
572,1,1.9,1,0,0,30,1.0,171,4,12,258,1472,2339,8,11,16,1,0,1,1
1212,1,0.8,1,11,0,16,0.2,146,3,15,867,1918,1491,12,15,11,1,0,0,1
795,0,2.2,0,1,0,24,0.3,163,2,1,558,1455,2227,15,15,11,0,0,0,0
1540,1,2.7,1,6,1,24,0.6,153,7,3,4,595,389,5,11,10,1,0,0,0
1740,1,2.4,1,10,1,19,0.6,131,8,11,1597,605,3168,12,1,4,1,1,0,3
560,0,0.7,0,12,0,47,0.2,97,5,15,595,1177,1179,7,13,17,0,0,1,0
1438,1,2.7,1,1,0,20,0.8,132,3,9,1668,1012,945,12,10,13,0,0,1,0
541,0,2.5,1,6,0,29,0.8,142,5,2,393,1765,1957,10,8,18,0,1,1,0
524,1,0.9,1,14,0,27,0.3,132,3,3,335,1355,2285,11,6,16,0,1,0,0
1562,0,0.6,1,10,0,11,0.4,196,3,5,62,1289,2794,6,11,4,1,0,1,1
630,0,1.9,1,1,0,48,0.9,106,8,4,1816,1014,2128,5,16,6,1,0,1,1
1752,0,0.9,0,6,1,5,0.8,110,7,17,43,1397,1096,10,8,14,1,1,1,0
607,1,2.6,0,3,0,56,0.7,170,6,2,152,1584,1243,16,5,7,1,0,1,0
671,0,1.4,0,10,0,3,0.2,185,6,9,1949,1939,1717,7,11,10,1,1,0,1
1958,0,2.8,1,1,1,4,0.5,80,5,10,1805,1507,1094,8,9,20,1,1,1,1
601,0,1.9,0,15,0,8,0.6,85,1,18,853,1817,3373,17,8,8,1,1,1,2
1365,0,1.0,1,6,0,56,0.3,90,2,13,1706,1236,2971,13,11,14,0,0,1,3
1023,0,0.8,1,12,0,17,0.5,113,1,20,1179,801,3728,7,0,6,1,0,0,3
774,1,1.9,1,4,0,32,0.6,182,1,10,1501,1693,3815,6,1,17,0,1,1,3
1567,1,2.4,0,16,1,11,0.4,163,6,20,274,1145,3323,6,0,5,0,0,1,3
1316,1,2.5,0,11,0,20,0.8,142,2,3,1381,1564,2735,6,15,6,0,1,1,2
1456,1,1.2,0,18,1,29,0.9,132,6,5,425,730,1707,10,15,20,1,0,1,0
1540,1,1.0,1,6,0,18,0.4,164,8,16,1555,1932,1003,6,17,7,1,0,1,1
829,1,0.5,0,5,0,29,0.9,164,8,18,482,1237,3131,15,17,5,0,1,1,2
511,1,2.2,1,7,1,20,0.2,97,6,12,213,1496,3899,11,12,2,1,0,1,2
1841,0,0.7,0,12,0,38,0.9,100,7,9,78,796,2820,11,11,18,1,0,0,2
715,1,1.6,0,4,1,24,0.2,98,6,10,138,954,2765,11,8,10,0,0,0,1
838,0,2.0,1,1,1,21,0.2,83,4,5,949,1580,1221,18,4,17,0,1,1,0
1160,0,2.8,1,8,1,14,0.7,156,1,1,97,1441,2182,17,8,3,1,0,1,0
1604,1,1.3,0,10,0,14,0.5,161,7,0,1912,739,2294,6,12,12,0,1,0,1
873,0,1.1,0,5,0,44,0.9,195,7,10,663,1699,2484,11,15,6,0,0,0,2
1475,0,2.1,0,6,0,12,0.4,108,1,15,197,1586,400,14,9,14,0,0,0,0
1209,0,2.0,1,6,0,49,0.4,104,7,2,784,1050,2106,12,15,18,1,0,0,1
1723,0,1.3,1,18,1,16,0.6,135,1,4,155,637,3592,12,13,16,1,1,1,2
965,1,2.8,0,5,0,18,0.5,156,4,14,1073,953,990,18,1,13,0,1,1,0
1612,1,2.6,0,10,0,55,0.4,142,3,14,478,1972,2709,6,10,7,0,1,1,3
1791,1,1.1,1,10,1,51,0.7,106,7,3,227,1749,3116,9,10,14,1,0,1,3
988,1,1.1,0,6,1,29,0.8,139,5,3,1480,942,3272,18,13,19,1,0,1,2
546,1,1.8,1,1,0,20,0.9,162,5,7,521,1729,3258,10,14,16,1,0,0,2
1811,1,2.4,1,18,1,5,1.0,128,4,6,148,526,2787,13,6,16,1,1,0,1
1277,1,0.6,1,3,1,23,0.3,144,1,16,1081,956,2785,10,14,9,1,0,0,2
1539,1,2.2,1,5,1,23,0.7,117,5,14,161,1194,3564,14,7,20,1,0,0,3
1210,1,2.1,1,16,1,56,0.5,162,4,4,862,1209,3852,10,3,15,0,1,0,3
900,1,1.1,1,4,1,38,0.7,131,6,12,1500,1348,2642,14,17,8,0,0,1,2
1480,0,2.2,0,6,0,40,0.5,80,2,3,1130,1448,2571,14,13,15,0,1,0,2
1609,1,2.9,1,8,0,35,1.0,119,5,16,1450,606,2569,10,17,6,1,0,0,2
749,0,0.6,1,0,0,34,0.8,160,8,16,394,943,783,13,3,16,0,0,1,0
890,0,1.3,0,0,0,45,1.0,100,2,13,800,535,3419,14,1,16,0,0,1,2
834,0,1.6,1,18,0,43,0.9,165,8,13,185,1096,3575,11,5,5,0,0,1,2
1128,0,2.7,0,5,0,41,0.9,94,1,16,557,654,3346,5,10,2,0,0,1,2
636,1,2.9,1,17,0,34,0.8,129,5,7,445,1692,3175,5,0,18,0,1,1,2
1382,0,1.6,0,9,1,13,0.5,182,4,1,1664,1295,3717,18,14,2,0,0,0,3
1187,1,2.4,0,10,0,3,0.3,127,3,12,1940,771,1667,8,11,17,0,0,1,1
1326,1,1.8,1,0,0,60,0.4,182,5,15,829,1943,3229,16,17,14,1,1,1,3
1226,0,1.8,1,0,0,29,0.1,111,5,15,1471,1707,3942,6,4,19,0,1,0,3
1093,1,1.2,1,12,1,11,0.6,128,5,5,86,1760,1374,7,10,11,0,1,0,0
1746,0,1.0,1,4,0,23,0.6,147,5,3,1272,1964,685,16,0,19,1,0,1,0
1489,0,1.2,0,19,0,18,0.6,187,8,2,1864,1480,3098,11,16,18,0,1,1,3
871,1,1.9,0,0,1,27,1.0,124,4,5,1463,621,3244,18,7,10,1,1,0,2
1434,1,0.6,0,19,0,4,0.9,111,4,3,1280,1940,1316,11,15,15,0,1,1,0
1494,0,2.8,1,2,0,8,0.2,83,8,17,1300,1898,1672,18,10,14,1,1,1,2
901,1,0.9,0,17,1,45,0.4,196,3,5,1813,1849,1852,16,10,15,0,0,1,1
1966,1,1.1,1,8,0,9,0.5,144,4,4,437,649,3618,7,14,12,0,1,1,2
1114,1,1.8,1,13,1,21,0.4,176,4,8,515,1206,2153,17,7,14,0,1,1,1
1796,0,2.3,0,16,0,13,0.8,150,1,10,1600,1494,2606,6,13,18,0,0,0,3
1682,0,0.7,1,13,0,36,0.6,152,7,5,946,652,2035,17,0,4,0,0,0,1
1675,1,1.3,0,3,0,18,0.6,144,1,15,1225,1540,2704,17,9,2,1,1,1,3
1494,1,2.9,1,4,1,29,0.9,159,7,18,1598,1050,3126,5,6,6,0,0,1,3
1119,1,1.2,0,16,1,42,0.8,97,2,10,1678,1344,2647,13,17,14,1,1,0,2
687,1,1.3,1,1,1,11,0.2,133,3,20,755,1871,3166,14,11,6,0,0,0,2
1621,1,2.6,0,4,0,23,0.7,126,7,14,1827,1982,773,7,1,6,0,0,0,1
630,0,0.6,0,3,0,39,0.5,85,1,8,796,1725,1656,13,17,13,0,1,1,0
1304,1,1.7,1,3,1,58,0.4,145,3,18,1203,1946,420,8,6,3,1,0,0,1
1694,0,1.4,1,5,1,34,0.1,88,3,18,685,779,3340,14,11,17,1,0,1,3
1435,1,1.3,0,19,0,23,0.5,147,5,8,324,921,2328,10,13,18,1,1,1,1
1485,0,1.2,1,12,0,45,0.4,188,6,3,1948,1492,1402,17,9,6,1,1,1,1
682,1,0.7,1,4,0,38,0.3,102,6,9,622,1988,384,11,8,13,1,0,1,0
1482,0,1.3,1,6,0,14,0.7,197,6,8,686,1303,3120,14,14,16,0,0,1,2
863,1,0.6,0,19,1,28,0.8,186,3,18,1498,854,1913,18,9,7,0,1,0,1
538,0,2.5,0,0,0,16,0.3,188,5,14,1688,877,3874,10,11,14,1,0,0,3
996,0,1.5,1,13,0,23,0.1,122,2,18,399,1647,1273,5,11,12,1,1,0,0
1872,0,1.6,1,3,0,31,0.9,130,2,1,867,579,850,10,8,18,0,0,0,0
1481,0,2.7,0,16,0,44,0.1,151,6,9,216,1487,1588,15,3,10,0,0,1,1
1420,0,2.1,1,13,0,41,0.9,182,2,18,808,732,2739,18,0,17,1,1,0,2
1920,0,0.5,0,15,0,38,0.7,104,5,16,960,653,437,10,15,18,1,1,0,0
1221,1,2.9,1,13,0,35,0.4,159,6,19,1476,1406,1867,9,0,19,0,0,0,2
1684,0,1.1,1,15,1,45,0.3,114,7,20,1000,1932,2919,7,12,14,1,0,0,3
515,1,0.8,1,19,1,61,0.1,96,7,1,1427,1554,999,14,2,12,0,0,0,0
992,1,2.4,0,7,1,35,0.3,97,5,18,931,870,2094,7,11,14,1,0,0,1
1949,1,1.8,0,2,0,59,0.2,106,8,16,239,822,2346,15,8,14,1,1,1,2
1631,1,1.6,0,18,1,49,0.7,94,2,17,1761,831,2707,14,3,13,0,0,1,3
1393,1,1.1,0,0,0,54,0.2,160,6,16,1209,742,2208,17,1,15,0,0,0,2
1973,0,1.9,1,1,0,36,0.6,186,7,1,47,929,860,11,8,14,1,1,1,0
810,0,1.2,1,14,0,43,0.6,148,5,18,1409,1705,2959,12,12,10,0,1,1,3
1238,0,2.8,0,9,0,20,0.4,159,4,0,1231,1308,2045,18,13,15,1,1,1,1
1693,1,1.0,1,17,1,9,0.1,94,7,10,1180,1996,1869,7,2,2,1,0,1,2
1045,0,2.7,1,13,0,40,0.1,121,4,9,1248,875,518,7,17,10,0,1,1,0
913,0,1.9,0,16,0,34,0.1,189,5,4,1167,580,2373,11,8,5,0,1,0,1
750,0,2.6,1,12,1,45,0.8,113,5,15,1442,919,916,14,14,13,0,0,1,0
1258,0,2.3,1,0,1,62,0.4,127,1,4,1134,966,1571,16,9,15,1,1,1,1
1664,0,2.2,0,4,1,29,0.8,162,7,11,1853,1951,3541,11,16,10,0,1,0,3
1797,1,1.3,1,12,0,38,0.5,87,1,3,874,1580,3175,15,12,4,0,0,1,3
1939,0,1.1,1,13,1,49,0.5,190,3,5,1897,1845,1077,13,0,7,0,1,1,2
1562,1,1.0,1,2,0,26,0.6,89,7,18,1488,1789,2450,18,10,4,1,0,0,3
1313,1,2.6,0,14,0,37,0.7,84,6,8,131,1750,2328,10,4,2,0,1,1,1
528,1,2.6,0,18,1,18,0.3,195,3,11,624,1328,1602,17,8,4,0,1,0,0
1457,1,1.6,1,16,1,25,0.2,127,3,14,1859,1303,2275,11,6,15,0,1,1,2
976,1,0.8,1,2,1,22,0.6,196,2,15,600,1577,3436,15,6,3,0,0,1,3
817,0,1.5,1,15,0,3,0.4,105,4,12,672,1477,2996,14,1,13,1,1,0,1
744,0,2.0,0,13,0,32,0.5,165,2,20,333,503,2554,5,17,11,1,1,1,1
1247,0,1.6,0,11,0,45,0.7,187,6,6,1943,1962,2785,11,9,14,1,1,0,3
1196,1,2.5,0,11,0,34,0.5,102,5,19,1098,1833,3018,6,4,5,1,1,1,3
771,0,3.0,1,10,0,31,0.7,141,1,3,1816,1102,1071,11,15,20,0,0,1,0
1963,0,1.0,1,16,0,13,0.6,92,6,10,1435,1612,937,7,4,2,1,1,1,1
1762,1,1.6,1,7,1,45,0.8,88,5,7,1542,819,2478,13,14,12,0,1,1,2
876,1,1.6,1,16,0,13,0.7,192,6,5,1648,1898,3674,17,15,17,1,1,0,3
765,1,1.3,1,19,1,52,0.6,99,5,9,35,1000,1449,9,3,20,0,1,1,0
1425,1,1.0,0,10,1,58,0.7,171,7,6,777,1757,257,11,13,20,0,0,1,0
1420,0,0.7,1,1,1,50,0.9,187,1,6,1648,1860,3973,12,16,13,0,0,0,3
1882,1,2.7,1,9,1,53,0.5,136,5,3,1827,1070,894,17,16,4,1,0,0,1
839,1,1.5,1,9,1,25,0.5,180,3,2,222,684,3885,16,15,19,1,1,0,2
888,0,1.7,0,10,0,25,0.8,103,6,6,1746,1961,3009,6,8,18,1,0,1,2
1076,0,2.8,1,5,0,59,0.6,187,1,3,529,1055,2665,15,1,6,0,0,0,2
502,1,2.4,0,3,0,61,0.2,112,5,12,240,1703,3623,5,10,17,1,0,0,3
1952,0,0.8,0,11,0,12,0.9,99,3,19,133,1599,2873,11,14,15,0,1,0,3
1665,1,1.9,0,10,1,14,0.1,139,3,16,1755,1392,845,10,2,20,1,1,0,1
875,1,1.6,0,12,1,28,0.8,127,7,6,390,1795,457,10,15,7,1,0,1,0
823,0,2.5,0,4,1,9,0.8,143,4,16,101,554,1260,6,5,4,1,1,1,0
645,0,2.3,1,5,0,11,1.0,109,3,3,1675,1362,1568,7,13,7,1,1,1,0
792,1,2.2,1,0,0,9,0.1,187,2,10,680,576,2281,8,4,13,1,1,0,0
931,1,1.4,0,5,0,21,0.6,152,1,2,497,795,3389,7,4,12,0,0,0,1
1204,1,2.5,0,17,0,9,0.5,188,1,10,510,1742,3829,6,5,8,1,1,0,3
1448,0,0.6,0,8,1,10,0.4,192,8,2,702,1800,2059,7,17,2,1,1,1,1
1084,1,0.9,1,14,1,8,0.2,96,1,11,993,1245,381,18,17,17,1,0,0,0
898,1,1.3,1,7,0,15,0.6,179,5,0,1560,1789,3295,10,1,17,0,1,0,2
1316,1,0.7,0,18,0,29,0.5,93,6,3,948,1399,2352,13,16,18,1,1,1,1
1867,1,1.1,1,15,1,3,0.2,98,5,13,1568,542,3927,8,0,16,1,0,1,3
1463,1,2.6,1,5,1,58,0.7,150,2,0,1366,1884,1101,10,8,10,0,0,1,1
1663,0,2.9,0,5,1,44,0.8,138,8,13,840,1751,2052,5,12,6,1,1,1,2
686,1,1.3,0,2,1,9,0.8,146,6,12,5,726,434,16,3,9,0,1,1,0
560,1,1.2,1,9,0,14,0.9,176,7,12,957,1586,1860,10,4,2,0,1,0,0
1438,1,1.2,1,0,1,22,0.5,123,3,14,193,670,2158,16,17,8,1,0,0,1
1903,1,1.2,1,13,1,48,1.0,111,8,16,741,1462,748,7,9,12,0,0,0,1
1209,0,0.6,0,3,1,29,0.9,190,5,11,1160,1261,3760,13,3,14,1,1,1,3
1306,0,2.8,0,11,1,36,0.4,90,6,13,1858,1349,2875,8,12,14,0,1,1,3
1963,0,1.0,0,5,0,24,0.2,185,3,11,911,806,2605,11,12,8,1,1,1,2
1842,1,1.6,1,10,0,47,0.5,81,6,17,472,1067,1219,8,16,12,0,1,1,1
1825,1,0.5,1,11,0,63,0.5,169,3,3,215,1491,3293,15,7,19,0,0,0,3
1867,0,2.6,0,9,0,16,0.6,147,6,13,1372,533,1448,10,3,2,0,1,0,1
510,0,2.3,1,17,0,3,0.6,96,5,18,875,1326,3280,18,2,13,1,0,0,2
1585,0,2.9,0,6,0,62,0.8,160,8,12,1206,629,2242,11,10,4,0,0,0,2
725,1,2.5,1,6,1,52,0.6,171,5,17,1191,1917,524,6,11,2,1,0,0,0
1676,1,1.3,0,10,1,13,0.2,173,2,10,1817,1674,1643,14,8,5,1,1,0,2
1063,0,1.1,1,3,1,58,0.9,119,7,5,37,1154,879,10,14,7,0,0,0,0
1271,0,2.2,1,19,1,53,0.4,166,7,8,1698,1129,2403,12,12,6,1,0,0,2
1833,0,1.4,0,0,0,37,1.0,125,4,11,470,1907,2518,17,4,12,1,1,1,3
1384,1,1.9,0,12,1,4,0.2,167,1,18,451,1540,2928,17,4,14,0,1,0,2
1766,1,0.5,0,17,0,6,1.0,172,5,13,1513,1093,2400,16,10,12,1,0,0,2
1889,1,0.7,0,8,1,4,0.2,83,5,14,1165,1537,1074,10,8,7,1,1,1,1
1853,0,1.8,0,8,1,58,0.3,117,3,10,1012,580,2933,6,2,20,0,0,1,3
1630,0,1.9,1,8,1,48,0.1,142,4,5,1783,1730,803,8,17,16,0,1,0,1
725,1,2.4,0,9,0,20,0.7,108,7,13,102,703,592,5,12,14,0,0,0,0
1324,0,0.8,0,1,1,3,0.9,98,5,2,1734,1902,614,11,11,11,0,0,1,0
717,1,1.8,0,5,0,45,0.5,170,6,18,1735,522,3617,12,8,2,1,1,1,3
1436,0,1.0,0,14,0,38,0.9,108,7,19,41,1113,1675,14,9,14,1,1,1,1
1252,0,0.7,0,2,1,55,0.6,199,4,10,946,1685,2180,6,12,7,1,1,0,2
1005,0,1.5,1,10,0,18,0.7,179,1,16,1170,643,1071,14,12,13,0,0,1,0
758,0,0.9,0,5,0,15,0.9,114,6,16,65,603,615,9,8,18,1,0,0,0
553,1,1.1,0,2,1,29,0.4,195,3,2,942,1905,3318,15,9,19,0,1,1,2
1570,0,1.3,0,10,1,28,0.4,149,2,13,192,1978,602,12,5,9,1,0,0,0
1226,1,1.1,1,14,1,55,0.9,102,6,6,1321,1940,1403,15,6,15,0,1,1,1
1188,1,0.7,1,12,1,11,0.9,182,8,18,1061,823,807,12,14,6,1,0,0,0
1622,1,0.7,0,19,1,4,1.0,125,7,2,501,1694,3980,9,13,3,1,0,1,3
1543,0,1.0,0,9,1,37,0.9,123,8,1,1676,1075,2841,12,15,12,0,1,1,2
918,1,0.6,1,5,0,39,0.2,127,1,16,1641,773,2957,18,13,4,1,1,0,2
1189,1,2.1,1,14,1,57,0.8,131,6,8,1451,951,2143,10,1,17,1,0,0,2
1349,1,1.2,1,17,1,64,0.5,87,4,5,663,1380,2186,9,8,17,1,0,0,2
561,0,1.2,0,17,0,26,1.0,134,4,20,351,624,677,17,2,10,1,0,1,0
1668,0,1.3,0,6,1,23,0.5,145,1,8,1949,1906,591,18,5,14,0,0,1,1
715,1,2.2,1,14,0,49,0.6,156,7,4,325,816,1782,15,4,11,1,1,1,0
502,0,2.7,0,17,1,40,0.6,119,4,1,1061,606,312,8,13,18,0,1,1,0
659,1,2.4,1,17,1,48,0.4,164,6,14,1120,1406,1941,9,14,18,0,1,1,1
1280,1,2.3,1,19,0,31,0.2,110,2,8,107,1986,3320,16,17,11,0,0,0,2
1643,0,1.7,1,8,1,22,0.9,195,6,18,630,929,3215,8,16,9,1,0,0,3
1392,1,2.2,0,1,0,31,0.8,127,2,9,150,1203,3020,5,8,8,0,0,1,2
1612,0,1.9,1,7,1,29,0.2,179,4,3,1097,1860,3403,7,8,15,0,0,1,3
828,0,1.0,1,19,1,32,0.8,140,6,9,1080,1471,3793,12,15,19,0,1,0,3
1079,1,1.0,0,1,0,58,0.7,191,4,7,877,861,2588,11,5,20,1,1,1,2
1880,0,1.2,1,10,1,53,0.5,131,7,12,334,1295,977,16,7,19,1,1,0,1
1790,0,2.8,0,6,1,27,0.3,117,2,6,1275,931,641,11,2,15,0,0,0,0
1451,1,1.9,1,5,0,44,0.9,170,7,6,1942,1174,1205,15,4,11,0,1,0,1
1846,1,2.3,0,9,1,23,0.7,115,4,3,803,1358,3073,7,6,2,1,1,0,2
1134,0,1.4,1,4,0,22,0.6,191,5,14,1848,1929,3586,13,0,10,0,1,0,3
1487,0,1.5,1,10,1,2,0.6,166,3,11,766,1513,1756,10,3,19,1,1,1,1
1718,1,0.8,1,0,0,38,0.2,134,6,15,1277,1900,1975,12,15,14,0,0,0,3
1420,0,0.9,1,1,1,14,0.5,164,5,5,1408,1675,3143,12,13,18,1,0,1,2
1237,0,2.6,1,0,0,22,0.3,92,7,8,1479,1845,2314,7,0,17,1,1,0,2
1855,0,2.0,0,18,0,47,0.3,116,8,2,258,1737,3275,8,3,12,1,1,1,3
669,0,1.3,0,1,1,10,0.7,126,4,7,781,1075,2975,18,9,10,0,1,0,1
1020,0,2.5,1,19,1,18,0.9,169,4,6,1488,1588,515,10,10,8,0,1,1,0
1986,0,1.1,1,3,0,48,0.5,183,3,3,33,1392,648,6,6,2,1,1,1,0
539,0,2.9,1,11,1,22,0.3,150,4,12,1518,769,855,16,3,10,1,0,0,0
1784,1,1.4,0,19,0,32,0.7,189,3,18,325,1623,3696,16,0,11,0,1,0,3
1918,1,1.3,0,17,1,40,0.9,182,6,6,836,1628,3511,15,0,17,1,1,0,3
1454,1,1.3,1,0,1,60,0.8,101,2,9,1261,1654,1295,16,16,19,0,1,1,2
1749,1,0.8,0,0,0,55,0.9,118,3,11,690,1912,1011,11,9,15,1,0,0,1
1483,1,0.8,1,13,0,23,0.6,166,3,2,1639,1844,3833,6,4,12,1,0,0,3
1647,0,2.1,1,3,1,13,0.8,137,5,11,1564,937,3413,15,6,5,0,0,1,3
1474,0,2.7,1,4,1,56,0.2,109,4,18,738,1542,3014,9,7,20,0,0,0,3
537,0,2.5,0,10,1,7,0.4,97,6,14,1489,724,3337,16,1,14,1,0,0,2
827,0,0.9,1,12,1,54,0.5,185,2,7,743,1489,732,8,8,2,0,1,1,0
1774,1,1.9,1,15,1,17,0.6,97,1,11,1327,959,1443,13,3,20,1,1,0,1
1699,0,0.8,1,12,0,27,0.9,189,7,19,1885,893,2327,17,11,16,0,0,1,3
1413,0,0.6,0,1,1,6,0.9,153,3,5,846,1749,1855,17,10,16,1,0,0,1
953,1,2.1,0,15,1,10,0.2,118,1,9,116,1411,2615,6,4,12,0,0,1,1
536,0,1.8,0,5,0,47,0.3,173,4,1,1230,1883,3565,11,11,6,0,1,1,2
1839,0,0.7,1,13,0,41,0.4,105,7,12,1935,1953,2765,17,3,11,1,0,0,3
1472,1,0.6,0,0,0,15,0.4,150,3,6,1720,514,3789,11,12,19,1,0,1,3
1295,0,3.0,1,16,1,45,0.7,86,8,7,1504,1059,1517,11,0,8,1,0,0,1
1472,0,0.6,0,10,0,64,0.9,148,8,15,649,1503,2325,5,17,2,1,1,1,3
1092,0,1.6,1,18,0,43,1.0,144,1,10,402,913,2483,12,3,4,1,0,1,1
1637,0,1.8,0,2,0,31,0.7,125,5,3,996,1878,2097,6,3,2,1,1,0,2
1563,0,0.8,1,10,0,53,0.9,97,1,16,1858,1980,1838,9,7,18,0,1,0,3
1824,1,0.9,0,4,1,53,0.6,92,7,15,1699,1498,3094,6,5,16,1,1,0,3
723,1,1.4,0,16,1,27,0.3,104,5,18,1923,1719,2015,17,3,6,1,1,1,2
817,1,2.4,0,6,1,54,0.6,183,7,10,1610,614,985,9,3,17,1,1,0,0
848,1,1.8,1,9,0,46,0.6,87,2,6,232,1940,3826,11,10,13,1,0,1,3
614,1,2.1,0,10,0,30,0.8,153,4,12,928,1875,1754,10,8,20,0,1,1,1
1197,1,3.0,0,2,0,20,0.3,111,8,18,1307,1475,1004,17,13,15,1,1,0,1
1846,0,2.4,0,19,0,48,0.4,96,6,16,479,1598,971,16,3,4,1,1,1,1
1563,1,1.6,0,9,0,9,0.4,181,1,12,1912,535,2642,9,12,20,0,0,0,2
539,1,1.6,1,9,0,24,1.0,158,3,11,1790,741,786,8,5,2,0,1,1,0
1812,0,2.0,0,13,1,54,0.5,158,7,6,975,562,947,12,12,2,1,1,0,1
1785,0,2.2,1,11,1,43,0.8,127,7,0,8,1165,2465,15,2,11,0,1,1,1
715,1,1.8,1,14,0,36,0.8,142,4,0,714,1008,3388,18,6,4,1,0,1,1
1670,0,2.1,1,9,1,32,0.3,119,1,19,1925,687,1364,12,0,14,0,1,0,2
835,1,0.6,1,9,0,54,0.6,194,3,13,378,1234,1826,5,10,7,0,1,1,1
1691,0,1.6,0,18,0,36,0.9,163,3,14,1840,592,745,14,1,12,0,1,1,1
591,1,1.2,1,0,1,33,0.5,94,7,10,1626,504,260,6,4,7,0,1,1,0
852,0,0.8,1,9,0,59,1.0,178,6,8,380,1961,331,7,13,4,0,1,1,0
1070,0,0.7,1,1,1,6,0.3,85,7,16,843,1689,1532,17,12,17,1,1,1,1
1315,1,2.0,1,16,0,17,0.2,173,6,3,1685,1969,2310,5,15,10,1,1,0,2
1280,1,1.8,0,6,0,18,0.9,142,7,19,359,524,2984,15,14,9,0,0,0,2
862,1,1.1,0,6,1,33,0.9,87,7,18,175,1007,3969,7,2,4,0,0,1,3
1056,1,1.7,1,19,0,39,1.0,174,3,6,484,597,728,14,5,6,0,0,0,0
1868,1,1.7,1,8,0,59,0.7,191,6,0,1428,1791,3465,16,8,15,1,1,0,3
1693,0,1.0,1,1,0,33,0.9,190,3,8,32,1161,1637,12,2,6,1,0,1,1
